SEF,Tenor,Category,AssetClass,Currency,Notional_Local,Notional_USD,Trades,Trades_Estimated,Last_Price,Description,MXN_Match
ICAP,Other,Other,CD,N/A,10000000,,1,False,249.0,505494 S45 XOVER 5Y (SEF),False
ICAP,Other,Other,CD,N/A,1475000000,,20,False,52.0,507693 IG46 5Y - SEF,False
ICAP,Other,Other,CD,N/A,260000000,,17,False,107.82,508443 HY46 5Y - SEF,False
ICAP,Other,Other,CD,N/A,595000000,,25,False,98.16,CDX.EM.45.V1_60M CDX.EM.45.V1_60M,False
ICAP,Other,Other,CD,N/A,10000000,,1,False,95.45,CDX.EM.HY.45-V1_60M CDX.EM.HY.45-V1_60M,False
ICAP,ON,FX,CU,USD,4000000,,1,False,5.1203,0D_NDF.USD.BRL.0D_NDF 0D_NDF.USD.BRL.0D_NDF,False
ICAP,ON,FX,CU,USD,35000000,,1,False,927.5,0D_NDF.USD.CLP.NEXT_NDF 0D_NDF.USD.CLP.NEXT_NDF,False
ICAP,ON,FX,CU,USD,124000000,,10,False,927.5,0D_NDF.USD.CLP.TOD_NDF 0D_NDF.USD.CLP.TOD_NDF,False
ICAP,ON,FX,CU,USD,215595687,,18,False,929.25,0D_NDF.USD.CLP.TOM_NDF 0D_NDF.USD.CLP.TOM_NDF,False
ICAP,ON,FX,CU,USD,30000000,,4,False,3259.0,0D_NDF.USD.COP.TOM_NDF 0D_NDF.USD.COP.TOM_NDF,False
ICAP,ON,FX,CU,USD,29000000,,4,False,18069.0,0D_NDF.USD.IDR.TOM_NDF 0D_NDF.USD.IDR.TOM_NDF,False
ICAP,ON,FX,CU,USD,42000000,,7,False,95.83,0D_NDF.USD.INR.TOM_NDF 0D_NDF.USD.INR.TOM_NDF,False
ICAP,ON,FX,CU,USD,89500000,,6,False,1492.01,0D_NDF.USD.KRW.TOM_NDF 0D_NDF.USD.KRW.TOM_NDF,False
ICAP,ON,FX,CU,USD,100000000,,12,False,3.393,0D_NDF.USD.PEN.TOD_NDF 0D_NDF.USD.PEN.TOD_NDF,False
ICAP,ON,FX,CU,USD,87000000,,10,False,3.406,0D_NDF.USD.PEN.TOM_NDF 0D_NDF.USD.PEN.TOM_NDF,False
ICAP,ON,FX,CU,USD,296000000,,21,False,61.64,0D_NDF.USD.PHP.TOM_NDF 0D_NDF.USD.PHP.TOM_NDF,False
ICAP,ON,FX,CU,USD,95000000,,6,False,32.105,0D_NDF.USD.TWD.TOM_NDF 0D_NDF.USD.TWD.TOM_NDF,False
ICAP,10D,FX,CU,USD,50000000,,1,False,5.1353,10D_NDF_USD_BRL NDF_USD_BRL Maturing on 2026-07-23,False
ICAP,10D,FX,CU,USD,100000000,,2,False,0.1191472,10D_USD_INR_A_FXO_0.196_FXO 10D_USD_INR_A_FXO_0.196_FXO,False
ICAP,124D,FX,CU,USD,80000000,,2,False,929.75,124D_NDF.USD.CLP.4M_NDF 124D_NDF.USD.CLP.4M_NDF,False
ICAP,12D,FX,CU,USD,10000000,,1,False,18134.85,12D_NDF.USD.IDR.12D_NDF 12D_NDF.USD.IDR.12D_NDF,False
ICAP,12D,FX,CU,USD,102000000,,5,False,6.79197,12D_NDF_USD_CNY_NDFFX 12D_NDF_USD_CNY_NDFFX,False
ICAP,12D,FX,CU,USD,11000000,,1,False,18131.52,12D_NDF_USD_IDR_NDFFX 12D_NDF_USD_IDR_NDFFX,False
ICAP,12D,FX,CU,USD,128000000,,3,False,95.759,12D_NDF_USD_INR_NDFFX 12D_NDF_USD_INR_NDFFX,False
ICAP,12D,FX,CU,USD,34000000,,1,False,1499.736,12D_NDF_USD_KRW_NDFFX 12D_NDF_USD_KRW_NDFFX,False
ICAP,12D,FX,CU,USD,24000000,,3,False,32.1913,12D_NDF_USD_TWD_NDFFX 12D_NDF_USD_TWD_NDFFX,False
ICAP,135D,FX,CU,USD,75000000,,1,False,1.168388,135D_USD_JPY_A_FXO_0.3673_FXO 135D_USD_JPY_B_FXO_0.3673_FXO,False
